date,case,hospital,icu,death,name,sex,agegroup
2021-07-16,268,882,227,67,Ayrshire and Arran,male,65-74
2021-07-16,134,813,236,50,Ayrshire and Arran,male,75-84
2021-07-16,71,1064,165,62,Ayrshire and Arran,male,85+
2021-07-16,469,1885,122,102,Borders,female,0
2021-07-16,267,1214,80,90,Borders,female,1-14
2021-07-16,374,1040,140,61,Borders,female,15-44
2021-07-16,124,676,162,72,Borders,female,45-64
2021-07-16,280,642,117,64,Borders,female,65-74
2021-07-16,387,1193,176,45,Borders,female,75-84
2021-07-16,248,1004,167,75,Borders,female,85+
2021-07-16,343,670,148,92,Borders,male,0
2021-07-16,159,747,195,50,Borders,male,1-14
2021-07-16,102,1042,301,37,Borders,male,15-44
2021-07-16,313,716,301,58,Borders,male,45-64
2021-07-16,148,777,233,58,Borders,male,65-74
2021-07-16,225,1074,215,53,Borders,male,75-84
2021-07-16,265,1004,199,63,Borders,male,85+
2021-07-16,355,591,142,42,Dumfries and Galloway,female,0
2021-07-16,151,783,189,48,Dumfries and Galloway,female,1-14
2021-07-16,290,811,142,80,Dumfries and Galloway,female,15-44
2021-07-16,427,1528,198,64,Dumfries and Galloway,female,45-64
2021-07-16,357,1282,146,79,Dumfries and Galloway,female,65-74
2021-07-16,480,704,154,56,Dumfries and Galloway,female,75-84
2021-07-16,420,823,277,58,Dumfries and Galloway,female,85+
2021-07-16,462,1135,164,65,Dumfries and Galloway,male,0
2021-07-16,178,534,217,59,Dumfries and Galloway,male,1-14
2021-07-16,337,1812,160,40,Dumfries and Galloway,male,15-44
2021-07-16,252,958,253,64,Dumfries and Galloway,male,45-64
2021-07-16,68,793,315,54,Dumfries and Galloway,male,65-74
2021-07-16,251,374,266,48,Dumfries and Galloway,male,75-84
2021-07-16,288,1285,119,63,Dumfries and Galloway,male,85+
2021-07-16,200,1061,163,66,Fife,female,0
2021-07-16,361,878,172,42,Fife,female,1-14
2021-07-16,317,685,156,55,Fife,female,15-44
2021-07-16,267,391,151,55,Fife,female,45-64
2021-07-16,163,1222,106,72,Fife,female,65-74
2021-07-16,340,1007,125,32,Fife,female,75-84
2021-07-16,279,862,165,53,Fife,female,85+
2021-07-16,465,1007,204,67,Fife,male,0
2021-07-16,402,1051,151,79,Fife,male,1-14
2021-07-16,207,698,141,47,Fife,male,15-44
2021-07-16,356,749,178,61,Fife,male,45-64
2021-07-16,271,851,304,47,Fife,male,65-74
2021-07-16,136,837,179,77,Fife,male,75-84
2021-07-16,217,1038,213,65,Fife,male,85+
2021-07-16,304,564,199,38,Forth Valley,female,0
2021-07-16,263,1029,243,53,Forth Valley,female,1-14
2021-07-16,375,451,152,46,Forth Valley,female,15-44
2021-07-16,305,1425,138,43,Forth Valley,female,45-64
2021-07-16,297,963,239,48,Forth Valley,female,65-74
2021-07-16,455,899,271,50,Forth Valley,female,75-84
2021-07-16,179,820,147,45,Forth Valley,female,85+
2021-07-16,472,1000,222,87,Forth Valley,male,0
2021-07-16,417,794,169,73,Forth Valley,male,1-14
2021-07-16,358,723,302,44,Forth Valley,male,15-44
2021-07-16,182,644,231,45,Forth Valley,male,45-64
2021-07-16,251,581,183,60,Forth Valley,male,65-74
2021-07-16,245,1511,144,59,Forth Valley,male,75-84
2021-07-16,523,653,124,59,Forth Valley,male,85+
2021-07-16,285,771,224,48,Grampian,female,0
2021-07-16,409,543,240,48,Grampian,female,1-14
2021-07-16,138,767,181,57,Grampian,female,15-44
2021-07-16,71,1131,159,39,Grampian,female,45-64
2021-07-16,494,1282,228,58,Grampian,female,65-74
2021-07-16,303,797,192,83,Grampian,female,75-84
2021-07-16,293,779,155,47,Grampian,female,85+
2021-07-16,183,518,271,90,Grampian,male,0
2021-07-16,231,698,140,54,Grampian,male,1-14
2021-07-16,357,975,219,58,Grampian,male,15-44
2021-07-16,371,775,192,94,Grampian,male,45-64
2021-07-16,63,922,222,49,Grampian,male,65-74
2021-07-16,327,1019,244,92,Grampian,male,75-84
2021-07-16,324,920,183,50,Grampian,male,85+
2021-07-16,436,751,179,52,Greater Glasgow and Clyde,female,0
2021-07-16,371,734,142,56,Greater Glasgow and Clyde,female,1-14
2021-07-16,214,1077,155,51,Greater Glasgow and Clyde,female,15-44
2021-07-16,249,724,247,38,Greater Glasgow and Clyde,female,45-64
2021-07-16,334,610,248,44,Greater Glasgow and Clyde,female,65-74
2021-07-16,387,1180,219,72,Greater Glasgow and Clyde,female,75-84
2021-07-16,207,839,169,72,Greater Glasgow and Clyde,female,85+
2021-07-16,308,698,181,51,Greater Glasgow and Clyde,male,0
2021-07-16,398,757,160,61,Greater Glasgow and Clyde,male,1-14
2021-07-16,330,1020,331,66,Greater Glasgow and Clyde,male,15-44
2021-07-16,220,1066,163,99,Greater Glasgow and Clyde,male,45-64
2021-07-16,288,734,182,63,Greater Glasgow and Clyde,male,65-74
2021-07-16,218,1617,198,76,Greater Glasgow and Clyde,male,75-84
2021-07-16,315,1210,158,87,Greater Glasgow and Clyde,male,85+
2021-07-16,138,839,314,52,Highland,female,0
2021-07-16,297,1237,108,89,Highland,female,1-14
2021-07-16,295,805,288,38,Highland,female,15-44
2021-07-16,290,816,281,72,Highland,female,45-64
2021-07-16,480,1242,182,56,Highland,female,65-74
2021-07-16,430,1201,158,69,Highland,female,75-84
2021-07-16,177,896,294,87,Highland,female,85+
2021-07-16,112,839,174,66,Highland,male,0
2021-07-16,421,584,191,55,Highland,male,1-14
2021-07-16,237,892,110,63,Highland,male,15-44
2021-07-16,340,1390,169,67,Highland,male,45-64
2021-07-16,209,526,249,61,Highland,male,65-74
2021-07-16,211,1008,232,39,Highland,male,75-84
2021-07-16,181,505,149,54,Highland,male,85+
2021-07-16,342,890,110,99,Lanarkshire,female,0
2021-07-16,390,827,230,71,Lanarkshire,female,1-14
2021-07-16,394,895,129,50,Lanarkshire,female,15-44
2021-07-16,228,815,127,51,Lanarkshire,female,45-64
2021-07-16,250,749,179,61,Lanarkshire,female,65-74
2021-07-16,386,1393,268,72,Lanarkshire,female,75-84
2021-07-16,215,842,235,74,Lanarkshire,female,85+
2021-07-16,207,698,281,79,Lanarkshire,male,0
2021-07-16,244,1068,232,43,Lanarkshire,male,1-14
2021-07-16,283,458,216,78,Lanarkshire,male,15-44
2021-07-16,429,1733,173,42,Lanarkshire,male,45-64
2021-07-16,370,1834,237,93,Lanarkshire,male,65-74
2021-07-16,432,825,169,40,Lanarkshire,male,75-84
2021-07-16,255,811,169,78,Lanarkshire,male,85+
2021-07-16,242,887,255,58,Lothian,female,0
2021-07-16,234,611,180,47,Lothian,female,1-14
2021-07-16,342,1340,192,43,Lothian,female,15-44
2021-07-16,379,714,219,61,Lothian,female,45-64
2021-07-16,298,963,141,69,Lothian,female,65-74
2021-07-16,324,617,171,37,Lothian,female,75-84
2021-07-16,345,591,184,55,Lothian,female,85+
2021-07-16,499,943,112,78,Lothian,male,0
2021-07-16,224,806,214,48,Lothian,male,1-14
2021-07-16,285,1288,181,91,Lothian,male,15-44
2021-07-16,183,1756,192,71,Lothian,male,45-64
2021-07-16,249,425,101,86,Lothian,male,65-74
2021-07-16,252,706,228,99,Lothian,male,75-84
2021-07-16,63,711,185,43,Lothian,male,85+
2021-07-16,413,997,204,53,Orkney,female,0
2021-07-16,150,662,178,32,Orkney,female,1-14
2021-07-16,118,585,161,52,Orkney,female,15-44
2021-07-16,320,986,167,66,Orkney,female,45-64
2021-07-16,220,731,244,52,Orkney,female,65-74
2021-07-16,292,1888,166,61,Orkney,female,75-84
2021-07-16,352,589,209,40,Orkney,female,85+
2021-07-16,162,489,127,79,Orkney,male,0
2021-07-16,418,1130,161,46,Orkney,male,1-14
2021-07-16,256,845,126,34,Orkney,male,15-44
2021-07-16,264,617,198,63,Orkney,male,45-64
2021-07-16,223,457,267,45,Orkney,male,65-74
2021-07-16,228,1217,161,67,Orkney,male,75-84
2021-07-16,165,772,119,90,Orkney,male,85+
2021-07-16,344,668,161,64,Shetland,female,0
2021-07-16,259,722,191,35,Shetland,female,1-14
2021-07-16,255,613,316,41,Shetland,female,15-44
2021-07-16,607,1149,164,65,Shetland,female,45-64
2021-07-16,65,827,228,41,Shetland,female,65-74
2021-07-16,68,1127,223,51,Shetland,female,75-84
2021-07-16,159,1067,234,48,Shetland,female,85+
2021-07-16,273,839,168,85,Shetland,male,0
2021-07-16,169,690,281,34,Shetland,male,1-14
2021-07-16,261,1116,189,37,Shetland,male,15-44
2021-07-16,278,1071,214,44,Shetland,male,45-64
2021-07-16,362,752,183,51,Shetland,male,65-74
2021-07-16,203,706,124,73,Shetland,male,75-84
2021-07-16,416,663,180,51,Shetland,male,85+
2021-07-16,133,1094,220,51,Tayside,female,0
2021-07-16,156,790,164,60,Tayside,female,1-14
2021-07-16,259,837,101,65,Tayside,female,15-44
2021-07-16,285,1249,251,54,Tayside,female,45-64
2021-07-16,492,966,188,41,Tayside,female,65-74
2021-07-16,454,713,199,48,Tayside,female,75-84
2021-07-16,444,1298,246,73,Tayside,female,85+
2021-07-16,265,515,305,49,Tayside,male,0
2021-07-16,436,436,151,83,Tayside,male,1-14
2021-07-16,293,802,342,79,Tayside,male,15-44
2021-07-16,299,933,165,45,Tayside,male,45-64
2021-07-16,233,993,204,51,Tayside,male,65-74
2021-07-16,388,842,222,77,Tayside,male,75-84
2021-07-16,402,1266,138,74,Tayside,male,85+
2021-07-16,101,610,233,50,Western Isles,female,0
2021-07-16,513,523,245,97,Western Isles,female,1-14
2021-07-16,442,855,236,36,Western Isles,female,15-44
2021-07-16,232,882,275,67,Western Isles,female,45-64
2021-07-16,363,1207,206,86,Western Isles,female,65-74
2021-07-16,42,798,131,64,Western Isles,female,75-84
2021-07-16,114,769,270,40,Western Isles,female,85+
2021-07-16,32,806,220,46,Western Isles,male,0
2021-07-16,231,1159,261,54,Western Isles,male,1-14
2021-07-16,272,524,278,39,Western Isles,male,15-44
2021-07-16,256,774,184,47,Western Isles,male,45-64
2021-07-16,254,1073,127,68,Western Isles,male,65-74
2021-07-16,76,1330,212,52,Western Isles,male,75-84
2021-07-16,212,958,328,58,Western Isles,male,85+
2021-07-17,296,1579,214,82,Ayrshire and Arran,female,0
2021-07-17,321,1230,183,42,Ayrshire and Arran,female,1-14
2021-07-17,361,1163,151,72,Ayrshire and Arran,female,15-44
2021-07-17,452,925,184,53,Ayrshire and Arran,female,45-64
2021-07-17,330,607,221,28,Ayrshire and Arran,female,65-74
2021-07-17,132,893,188,88,Ayrshire and Arran,female,75-84
2021-07-17,415,511,142,26,Ayrshire and Arran,female,85+
2021-07-17,400,618,236,80,Ayrshire and Arran,male,0
2021-07-17,138,1790,226,73,Ayrshire and Arran,male,1-14
2021-07-17,292,811,275,43,Ayrshire and Arran,male,15-44
2021-07-17,160,1518,148,68,Ayrshire and Arran,male,45-64
2021-07-17,214,986,238,69,Ayrshire and Arran,male,65-74
2021-07-17,187,878,246,54,Ayrshire and Arran,male,75-84
2021-07-17,306,1127,175,67,Ayrshire and Arran,male,85+
2021-07-17,222,1948,127,101,Borders,female,0
2021-07-17,289,1276,100,93,Borders,female,1-14
2021-07-17,428,1084,150,67,Borders,female,15-44
2021-07-17,458,735,166,75,Borders,female,45-64
2021-07-17,355,765,135,69,Borders,female,65-74
2021-07-17,404,1246,194,48,Borders,female,75-84
2021-07-17,219,1034,177,81,Borders,female,85+
2021-07-17,86,673,161,95,Borders,male,0
2021-07-17,225,799,206,53,Borders,male,1-14
2021-07-17,382,1105,305,39,Borders,male,15-44
2021-07-17,504,834,317,61,Borders,male,45-64
2021-07-17,0,852,243,62,Borders,male,65-74
2021-07-17,197,1134,230,56,Borders,male,75-84
2021-07-17,156,1150,214,68,Borders,male,85+
2021-07-17,394,674,156,44,Dumfries and Galloway,female,0
2021-07-17,140,848,196,52,Dumfries and Galloway,female,1-14
2021-07-17,222,879,155,81,Dumfries and Galloway,female,15-44
2021-07-17,431,1596,220,68,Dumfries and Galloway,female,45-64
2021-07-17,240,1312,156,85,Dumfries and Galloway,female,65-74
2021-07-17,108,750,167,62,Dumfries and Galloway,female,75-84
2021-07-17,398,856,293,63,Dumfries and Galloway,female,85+
2021-07-17,502,1197,183,67,Dumfries and Galloway,male,0
2021-07-17,153,563,242,63,Dumfries and Galloway,male,1-14
2021-07-17,220,1858,168,42,Dumfries and Galloway,male,15-44
2021-07-17,309,1035,267,68,Dumfries and Galloway,male,45-64
2021-07-17,217,860,329,59,Dumfries and Galloway,male,65-74
2021-07-17,312,359,283,53,Dumfries and Galloway,male,75-84
2021-07-17,436,1376,127,69,Dumfries and Galloway,male,85+
2021-07-17,415,1161,187,69,Fife,female,0
2021-07-17,250,973,184,46,Fife,female,1-14
2021-07-17,426,747,173,58,Fife,female,15-44
2021-07-17,273,502,164,61,Fife,female,45-64
2021-07-17,336,1268,120,77,Fife,female,65-74
2021-07-17,330,1054,148,35,Fife,female,75-84
2021-07-17,314,951,178,56,Fife,female,85+
2021-07-17,512,1068,216,72,Fife,male,0
2021-07-17,240,1132,168,83,Fife,male,1-14
2021-07-17,330,771,155,52,Fife,male,15-44
2021-07-17,480,812,185,66,Fife,male,45-64
2021-07-17,306,942,315,53,Fife,male,65-74
2021-07-17,383,892,182,81,Fife,male,75-84
2021-07-17,392,1132,231,68,Fife,male,85+
2021-07-17,220,604,222,39,Forth Valley,female,0
2021-07-17,317,1125,262,58,Forth Valley,female,1-14
2021-07-17,328,480,167,52,Forth Valley,female,15-44
2021-07-17,89,1525,147,47,Forth Valley,female,45-64
2021-07-17,342,1012,256,53,Forth Valley,female,65-74
2021-07-17,280,988,279,55,Forth Valley,female,75-84
2021-07-17,313,876,163,46,Forth Valley,female,85+
2021-07-17,290,1069,242,88,Forth Valley,male,0
2021-07-17,328,822,177,77,Forth Valley,male,1-14
2021-07-17,291,857,307,48,Forth Valley,male,15-44
2021-07-17,240,687,241,49,Forth Valley,male,45-64
2021-07-17,287,728,191,62,Forth Valley,male,65-74
2021-07-17,230,1561,157,67,Forth Valley,male,75-84
2021-07-17,520,704,133,61,Forth Valley,male,85+
2021-07-17,302,831,244,54,Grampian,female,0
2021-07-17,244,622,256,51,Grampian,female,1-14
2021-07-17,285,831,195,58,Grampian,female,15-44
2021-07-17,258,1225,166,46,Grampian,female,45-64
2021-07-17,262,1366,232,59,Grampian,female,65-74
2021-07-17,315,899,199,85,Grampian,female,75-84
2021-07-17,321,806,178,53,Grampian,female,85+
2021-07-17,258,571,284,91,Grampian,male,0
2021-07-17,265,802,160,58,Grampian,male,1-14
2021-07-17,350,1014,240,61,Grampian,male,15-44
2021-07-17,253,888,208,96,Grampian,male,45-64
2021-07-17,291,999,234,53,Grampian,male,65-74
2021-07-17,210,1089,261,94,Grampian,male,75-84
2021-07-17,354,1003,200,53,Grampian,male,85+
2021-07-17,302,824,193,58,Greater Glasgow and Clyde,female,0
2021-07-17,396,826,155,61,Greater Glasgow and Clyde,female,1-14
2021-07-17,304,1142,171,52,Greater Glasgow and Clyde,female,15-44
2021-07-17,298,789,264,45,Greater Glasgow and Clyde,female,45-64
2021-07-17,46,683,266,49,Greater Glasgow and Clyde,female,65-74
2021-07-17,536,1297,233,72,Greater Glasgow and Clyde,female,75-84
2021-07-17,437,911,175,76,Greater Glasgow and Clyde,female,85+
2021-07-17,297,710,200,53,Greater Glasgow and Clyde,male,0
2021-07-17,284,833,175,64,Greater Glasgow and Clyde,male,1-14
2021-07-17,222,1110,341,68,Greater Glasgow and Clyde,male,15-44
2021-07-17,356,1115,179,102,Greater Glasgow and Clyde,male,45-64
2021-07-17,232,767,205,67,Greater Glasgow and Clyde,male,65-74
2021-07-17,213,1674,208,79,Greater Glasgow and Clyde,male,75-84
2021-07-17,380,1276,172,89,Greater Glasgow and Clyde,male,85+
2021-07-17,404,932,324,56,Highland,female,0
2021-07-17,432,1334,129,93,Highland,female,1-14
2021-07-17,445,899,305,42,Highland,female,15-44
2021-07-17,393,917,290,76,Highland,female,45-64
2021-07-17,381,1353,197,62,Highland,female,65-74
2021-07-17,318,1301,174,75,Highland,female,75-84
2021-07-17,270,946,302,89,Highland,female,85+
2021-07-17,451,923,193,70,Highland,male,0
2021-07-17,293,628,207,57,Highland,male,1-14
2021-07-17,328,982,115,66,Highland,male,15-44
2021-07-17,472,1429,184,71,Highland,male,45-64
2021-07-17,203,583,260,63,Highland,male,65-74
2021-07-17,231,1102,242,40,Highland,male,75-84
2021-07-17,199,573,173,57,Highland,male,85+
2021-07-17,235,935,115,99,Lanarkshire,female,0
2021-07-17,249,914,238,75,Lanarkshire,female,1-14
2021-07-17,203,991,137,54,Lanarkshire,female,15-44
2021-07-17,353,905,136,54,Lanarkshire,female,45-64
2021-07-17,498,826,194,63,Lanarkshire,female,65-74
2021-07-17,349,1474,284,77,Lanarkshire,female,75-84
2021-07-17,411,896,245,80,Lanarkshire,female,85+
2021-07-17,396,717,292,82,Lanarkshire,male,0
2021-07-17,362,1128,256,46,Lanarkshire,male,1-14
2021-07-17,307,490,229,82,Lanarkshire,male,15-44
2021-07-17,217,1795,191,44,Lanarkshire,male,45-64
2021-07-17,283,1864,245,96,Lanarkshire,male,65-74
2021-07-17,244,886,175,41,Lanarkshire,male,75-84
2021-07-17,375,875,184,81,Lanarkshire,male,85+
2021-07-17,30,907,266,61,Lothian,female,0
2021-07-17,405,676,195,51,Lothian,female,1-14
2021-07-17,196,1418,210,46,Lothian,female,15-44
2021-07-17,334,833,238,65,Lothian,female,45-64
2021-07-17,290,1066,145,72,Lothian,female,65-74
2021-07-17,542,704,177,41,Lothian,female,75-84
2021-07-17,350,664,200,58,Lothian,female,85+
2021-07-17,208,1017,136,77,Lothian,male,0
2021-07-17,297,856,222,54,Lothian,male,1-14
2021-07-17,443,1399,188,94,Lothian,male,15-44
2021-07-17,340,1808,200,76,Lothian,male,45-64
2021-07-17,232,444,119,90,Lothian,male,65-74
2021-07-17,197,798,243,100,Lothian,male,75-84
2021-07-17,283,776,209,48,Lothian,male,85+
2021-07-17,91,1068,219,56,Orkney,female,0
2021-07-17,274,709,190,35,Orkney,female,1-14
2021-07-17,197,664,181,56,Orkney,female,15-44
2021-07-17,252,1040,174,70,Orkney,female,45-64
2021-07-17,216,781,258,56,Orkney,female,65-74
2021-07-17,188,1893,176,64,Orkney,female,75-84
2021-07-17,370,717,222,44,Orkney,female,85+
2021-07-17,481,497,140,84,Orkney,male,0
2021-07-17,357,1187,167,50,Orkney,male,1-14
2021-07-17,315,983,143,35,Orkney,male,15-44
2021-07-17,295,650,219,67,Orkney,male,45-64
2021-07-17,413,544,270,49,Orkney,male,65-74
2021-07-17,487,1279,172,70,Orkney,male,75-84
2021-07-17,256,863,125,91,Orkney,male,85+
2021-07-17,136,768,177,68,Shetland,female,0
2021-07-17,297,847,197,40,Shetland,female,1-14
2021-07-17,183,630,319,44,Shetland,female,15-44
2021-07-17,310,1226,179,68,Shetland,female,45-64
2021-07-17,248,914,241,45,Shetland,female,65-74
2021-07-17,67,1190,230,57,Shetland,female,75-84
2021-07-17,408,1110,250,51,Shetland,female,85+
2021-07-17,367,918,180,87,Shetland,male,0
2021-07-17,248,707,291,39,Shetland,male,1-14
2021-07-17,505,1248,200,40,Shetland,male,15-44
2021-07-17,116,1186,218,46,Shetland,male,45-64
2021-07-17,334,857,204,58,Shetland,male,65-74
2021-07-17,159,753,140,75,Shetland,male,75-84
2021-07-17,115,733,193,55,Shetland,male,85+
2021-07-17,294,1179,234,54,Tayside,female,0
2021-07-17,439,928,173,64,Tayside,female,1-14
2021-07-17,247,874,106,69,Tayside,female,15-44
2021-07-17,249,1375,265,58,Tayside,female,45-64
2021-07-17,278,967,211,43,Tayside,female,65-74
2021-07-17,326,840,212,53,Tayside,female,75-84
2021-07-17,329,1374,254,79,Tayside,female,85+
2021-07-17,158,565,314,50,Tayside,male,0
2021-07-17,265,511,166,87,Tayside,male,1-14
2021-07-17,448,859,343,84,Tayside,male,15-44
2021-07-17,220,1014,173,49,Tayside,male,45-64
2021-07-17,152,1046,224,54,Tayside,male,65-74
2021-07-17,232,930,231,82,Tayside,male,75-84
2021-07-17,287,1365,155,77,Tayside,male,85+
2021-07-17,69,636,240,54,Western Isles,female,0
2021-07-17,157,559,252,96,Western Isles,female,1-14
2021-07-17,265,951,247,38,Western Isles,female,15-44
2021-07-17,310,933,293,68,Western Isles,female,45-64
2021-07-17,290,1326,219,88,Western Isles,female,65-74
2021-07-17,339,844,150,69,Western Isles,female,75-84
2021-07-17,297,848,279,45,Western Isles,female,85+
2021-07-17,308,919,223,49,Western Isles,male,0
2021-07-17,337,1251,269,59,Western Isles,male,1-14
2021-07-17,347,575,294,44,Western Isles,male,15-44
2021-07-17,289,876,208,51,Western Isles,male,45-64
2021-07-17,258,1146,138,74,Western Isles,male,65-74
2021-07-17,209,1403,225,57,Western Isles,male,75-84
2021-07-17,500,1012,334,63,Western Isles,male,85+
2021-07-18,579,1662,233,84,Ayrshire and Arran,female,0
2021-07-18,174,1317,202,46,Ayrshire and Arran,female,1-14
2021-07-18,508,1233,159,76,Ayrshire and Arran,female,15-44
2021-07-18,246,1013,201,57,Ayrshire and Arran,female,45-64
2021-07-18,143,683,232,34,Ayrshire and Arran,female,65-74
2021-07-18,73,978,201,93,Ayrshire and Arran,female,75-84
2021-07-18,184,573,156,27,Ayrshire and Arran,female,85+
2021-07-18,298,682,251,83,Ayrshire and Arran,male,0
2021-07-18,308,1883,235,76,Ayrshire and Arran,male,1-14
2021-07-18,85,824,285,50,Ayrshire and Arran,male,15-44
2021-07-18,339,1601,162,71,Ayrshire and Arran,male,45-64
2021-07-18,374,1076,249,72,Ayrshire and Arran,male,65-74
2021-07-18,264,1017,266,57,Ayrshire and Arran,male,75-84
2021-07-18,320,1172,185,70,Ayrshire and Arran,male,85+
2021-07-18,367,1999,143,102,Borders,female,0
2021-07-18,280,1349,100,95,Borders,female,1-14
2021-07-18,323,1191,156,70,Borders,female,15-44
2021-07-18,60,792,183,78,Borders,female,45-64
2021-07-18,100,802,142,72,Borders,female,65-74
2021-07-18,241,1351,203,51,Borders,female,75-84
2021-07-18,371,1155,190,86,Borders,female,85+
2021-07-18,270,794,167,97,Borders,male,0
2021-07-18,157,892,215,57,Borders,male,1-14
2021-07-18,126,1174,316,41,Borders,male,15-44
2021-07-18,417,892,327,65,Borders,male,45-64
2021-07-18,161,893,257,66,Borders,male,65-74
2021-07-18,354,1233,241,58,Borders,male,75-84
2021-07-18,325,1227,224,73,Borders,male,85+
2021-07-18,144,708,169,48,Dumfries and Galloway,female,0
2021-07-18,363,914,213,55,Dumfries and Galloway,female,1-14
2021-07-18,414,946,163,83,Dumfries and Galloway,female,15-44
2021-07-18,249,1650,226,74,Dumfries and Galloway,female,45-64
2021-07-18,376,1498,166,88,Dumfries and Galloway,female,65-74
2021-07-18,3,840,181,68,Dumfries and Galloway,female,75-84
2021-07-18,668,963,299,64,Dumfries and Galloway,female,85+
2021-07-18,340,1325,195,73,Dumfries and Galloway,male,0
2021-07-18,0,620,248,69,Dumfries and Galloway,male,1-14
2021-07-18,246,1903,186,46,Dumfries and Galloway,male,15-44
2021-07-18,212,1094,275,72,Dumfries and Galloway,male,45-64
2021-07-18,148,979,335,65,Dumfries and Galloway,male,65-74
2021-07-18,258,448,289,55,Dumfries and Galloway,male,75-84
2021-07-18,182,1471,137,72,Dumfries and Galloway,male,85+
2021-07-18,421,1253,203,74,Fife,female,0
2021-07-18,221,1025,199,51,Fife,female,1-14
2021-07-18,397,815,192,63,Fife,female,15-44
2021-07-18,359,550,171,65,Fife,female,45-64
2021-07-18,290,1425,129,81,Fife,female,65-74
2021-07-18,281,1146,158,38,Fife,female,75-84
2021-07-18,80,1025,188,61,Fife,female,85+
2021-07-18,393,1148,229,76,Fife,male,0
2021-07-18,153,1238,183,85,Fife,male,1-14
2021-07-18,289,838,165,55,Fife,male,15-44
2021-07-18,387,856,201,71,Fife,male,45-64
2021-07-18,384,999,317,55,Fife,male,65-74
2021-07-18,335,1005,205,83,Fife,male,75-84
2021-07-18,383,1209,238,74,Fife,male,85+
2021-07-18,401,645,233,42,Forth Valley,female,0
2021-07-18,492,1222,269,60,Forth Valley,female,1-14
2021-07-18,520,547,174,56,Forth Valley,female,15-44
2021-07-18,406,1614,161,50,Forth Valley,female,45-64
2021-07-18,570,1084,269,53,Forth Valley,female,65-74
2021-07-18,264,1061,305,57,Forth Valley,female,75-84
2021-07-18,422,998,168,51,Forth Valley,female,85+
2021-07-18,389,1189,246,92,Forth Valley,male,0
2021-07-18,337,961,193,80,Forth Valley,male,1-14
2021-07-18,160,909,315,51,Forth Valley,male,15-44
2021-07-18,335,772,257,53,Forth Valley,male,45-64
2021-07-18,321,764,208,68,Forth Valley,male,65-74
2021-07-18,306,1638,169,70,Forth Valley,male,75-84
2021-07-18,369,794,141,65,Forth Valley,male,85+
2021-07-18,288,896,248,57,Grampian,female,0
2021-07-18,430,712,269,54,Grampian,female,1-14
2021-07-18,279,857,205,65,Grampian,female,15-44
2021-07-18,180,1311,174,46,Grampian,female,45-64
2021-07-18,69,1446,243,64,Grampian,female,65-74
2021-07-18,333,962,219,88,Grampian,female,75-84
2021-07-18,324,890,184,56,Grampian,female,85+
2021-07-18,216,634,296,97,Grampian,male,0
2021-07-18,332,824,164,61,Grampian,male,1-14
2021-07-18,248,1118,247,64,Grampian,male,15-44
2021-07-18,397,890,215,96,Grampian,male,45-64
2021-07-18,613,1097,249,58,Grampian,male,65-74
2021-07-18,319,1171,276,97,Grampian,male,75-84
2021-07-18,396,1113,211,57,Grampian,male,85+
2021-07-18,326,890,211,58,Greater Glasgow and Clyde,female,0
2021-07-18,351,920,169,63,Greater Glasgow and Clyde,female,1-14
2021-07-18,299,1252,181,56,Greater Glasgow and Clyde,female,15-44
2021-07-18,379,845,274,46,Greater Glasgow and Clyde,female,45-64
2021-07-18,206,827,271,51,Greater Glasgow and Clyde,female,65-74
2021-07-18,437,1328,244,78,Greater Glasgow and Clyde,female,75-84
2021-07-18,309,944,197,80,Greater Glasgow and Clyde,female,85+
2021-07-18,308,796,211,60,Greater Glasgow and Clyde,male,0
2021-07-18,326,908,181,67,Greater Glasgow and Clyde,male,1-14
2021-07-18,405,1197,333,73,Greater Glasgow and Clyde,male,15-44
2021-07-18,64,1224,192,101,Greater Glasgow and Clyde,male,45-64
2021-07-18,311,826,216,73,Greater Glasgow and Clyde,male,65-74
2021-07-18,376,1744,219,85,Greater Glasgow and Clyde,male,75-84
2021-07-18,324,1423,184,92,Greater Glasgow and Clyde,male,85+
2021-07-18,155,978,329,62,Highland,female,0
2021-07-18,118,1389,132,97,Highland,female,1-14
2021-07-18,341,986,311,46,Highland,female,15-44
2021-07-18,188,950,302,78,Highland,female,45-64
2021-07-18,540,1389,212,61,Highland,female,65-74
2021-07-18,414,1362,182,76,Highland,female,75-84
2021-07-18,272,1005,311,92,Highland,female,85+
2021-07-18,182,992,206,74,Highland,male,0
2021-07-18,397,661,216,62,Highland,male,1-14
2021-07-18,409,1029,130,70,Highland,male,15-44
2021-07-18,347,1556,195,76,Highland,male,45-64
2021-07-18,106,633,275,69,Highland,male,65-74
2021-07-18,364,1153,258,46,Highland,male,75-84
2021-07-18,310,646,181,61,Highland,male,85+
2021-07-18,357,978,125,101,Lanarkshire,female,0
2021-07-18,417,1023,253,80,Lanarkshire,female,1-14
2021-07-18,182,1104,149,56,Lanarkshire,female,15-44
2021-07-18,245,963,149,58,Lanarkshire,female,45-64
2021-07-18,277,936,208,65,Lanarkshire,female,65-74
2021-07-18,330,1567,291,78,Lanarkshire,female,75-84
2021-07-18,492,990,266,82,Lanarkshire,female,85+
2021-07-18,262,732,304,86,Lanarkshire,male,0
2021-07-18,423,1222,259,50,Lanarkshire,male,1-14
2021-07-18,178,521,241,87,Lanarkshire,male,15-44
